word,positive,negative
ti,0,0
resucitará*,0,0
cuidamos,0,0
feria,0,0
subió,0,0
cause*,0,0
credencial*,0,0
frenétic*,0,1
telefonea,0,0
cuidáramos,0,0
telefonee,0,0
cerdo,0,0
prematuro,0,0
telefoneo,0,0
poner*,0,0
extermin*,0,0
pagáis,0,0
creando,0,0
peor,0,1
rebaja,0,0
averiguásemos,0,0
aparentes,0,0
detuviera*,0,0
folleto*,0,0
circularon,0,0
efectivamente,0,0
pandilla,0,0
pasa,0,0
rozar,1,0
pedirás,0,0
paso,0,0
conduje,0,0
cash,0,0
hice,0,0
inferido,0,0
tocará*,0,0
pedirán,0,0
definido,0,0
exótic*,0,0
provisori*,0,0
seguida*,0,0
vendía*,0,0
congelad*,0,0
protestas,0,1
acerqué,0,0
partirá*,0,0
bruta*,0,1
apretar,0,0
escaparemos,0,0
sujetéis,0,0
leyésemos,0,0
adquiramos,0,0
niet*,0,0
protestan,0,1
averiguó,0,0
preparáramos,0,0
desempeño,0,0
asesin*,0,1
manifiest*,0,0
fumaste*,0,0
desempeña,0,0
ubicación,0,0
descortés,0,1
respiraré*,0,0
evitáramos,0,0
triunfe*,1,0
bailar,0,0
descargar*,0,0
pegaste*,0,0
clérigo*,0,0
inspeccionáramos,0,0
deseando,0,0
desprecie*,0,1
desperfect*,0,1
llorase*,0,0
adormecí,0,0
fabriqué,0,0
reuniese*,0,0
cerraré*,0,0
anime*,0,0
pica,0,0
estirába*,0,0
caminare*,0,0
hablaba*,0,0
escuchar,0,0
escuchas,0,0
nordeste,0,0
escuchan,0,0
agarrase*,0,0
permitiese*,0,0
mantenéis,0,0
cuestionará*,0,0
matado,0,0
averiguará*,0,0
baptista*,0,0
banca*,0,0
tendiésemos,0,0
conocer,0,0
conoces,0,0
poseyésemos,0,0
conocen,0,0
eran,0,0
bocadillo,0,0
pediatra,0,0
cogiera*,0,0
amigas,0,0
baja*,0,0
social*,0,0
hubiese,0,0
administraron,0,0
ordinari*,0,1
destreza*,0,0
defendimos,0,0
escribió,0,0
continuáramos,0,0
cuándo,0,0
deprisa,0,0
noté,0,0
manejando,0,0
persigáis,0,0
defendía*,0,0
mejora*,1,0
guiemos,0,0
despreocupad*,1,0
éramos,0,0
escribís,0,0
iglesia*,0,0
vigilaré,0,0
nueva*,0,0
enfermedad*,0,0
salto,0,0
callaré,0,0
deduzcáis,0,0
nevera,0,0
referen*,0,0
deslizaré*,0,0
contradij*,0,0
aloja,0,0
consiguiésemos,0,0
derrotába*,0,1
friccioné,0,0
cogiese*,0,0
opinó,0,0
sudaré*,0,0
lejos,0,0
alojo,0,0
mojé,0,0
enseña,0,0
friccionó,0,0
palpé,0,0
bulto*,0,0
amó,1,0
delicad*,1,0
cabrón,0,0
acarreará,0,0
logra*,0,0
extendió,0,0
podremos,0,0
ocasionase*,0,0
haría,0,0
palpó,0,0
fundament*,0,0
esperara*,0,0
durmió,0,0
sobreentendimos,0,0
permitiera*,0,0
cojáis,0,0
confía,0,0
juzgamos,0,0
acertando,0,0
debió,0,0
aproxime*,0,0
confío,0,0
frotará*,0,0
clemencia,0,0
aparearse,0,0
compenso,0,0
valora*,1,0
bromeó,1,0
leáis,0,0
personalmente,0,0
admitió,0,0
saliésemos,0,0
carnicería,0,0
pana,0,0
deseé,0,0
crezca*,0,0
reuní,0,0
torcere*,0,0
abandon*,0,0
digan,0,0
dependemos,0,0
suspicaces,0,0
pronto,0,0
buscan,0,0
simpátic*,1,0
comprenderé,0,0
bebiéramos,0,0
buscar,0,0
buscas,0,0
insinuase*,0,0
dudaré*,0,0
digas,0,0
frisbi,0,0
televis*,0,0
charlá*,0,0
flotando,0,0
esforcé,0,0
consigo,0,0
odia,0,1
abandona,0,1
dedo,0,0
respira,0,0
divisaba*,0,0
denuncia,0,0
abandono,0,1
área*,0,0
odio,0,1
radio*,0,0
tiempo*,0,0
golpease*,0,0
fornicando,0,0
solucionaremos,0,0
inflexible*,0,1
evitó,0,0
manifestéis,0,0
encontraremos,0,0
noventa,0,0
evité,0,0
protestante*,0,1
noreste,0,0
leguéis,0,0
desanimará*,0,0
despacio,0,0
templo*,0,0
hazaña*,0,0
insinuara*,0,0
sublime*,1,0
recientemente,0,0
influencia*,0,0
expresaba*,0,0
iza*,0,0
ganga*,0,0
exatraordinari*,0,0
volvemos,0,0
divulga*,0,0
prende*,0,0
inscribirse,0,0
distinguiésemos,0,0
percibiera*,0,0
Dios,0,0
guiásemos,0,0
neurolog*,0,0
conteste*,0,0
sentaba*,0,0
tentéis,0,0
interrumpáis,0,1
nombre*,0,0
imagina,0,0
estirar*,0,0
hermandad,0,0
trabajaron,0,0
construirá*,0,0
cocacola*,0,0
imagino,0,0
distinguimos,0,0
molestará*,0,1
mandíbula*,0,0
quité,0,0
despertará*,0,0
infiera*,0,0
desech*,0,1
filosofía,0,0
prender,0,0
aturdir,0,1
mirará*,0,0
divisar*,0,0
broma*,1,0
agita*,0,1
ruda*,0,1
hablamos,0,0
corráis,0,0
maniluplador*,0,0
centena*,0,0
gruñón,0,1
sobreentenderé*,0,0
interrumpire*,0,1
interrumpí,0,1
correspondencia,0,0
defend*,0,0
alfombra,0,0
golfista,0,0
luchas,0,1
alcanzare*,0,0
definía*,0,0
contra,0,0
legua*,0,0
luchan,0,1
afligi*,0,1
seamos,0,0
construyó,0,0
golosina*,0,0
ocupé,0,0
jaqueca*,0,0
caíste*,0,0
pelease*,0,0
reacio*,0,1
situar*,0,0
confiaba*,0,0
apagad*,0,1
cabreá*,0,1
sobresaliente,0,0
ocupó,0,0
mienta*,0,0
termine*,0,0
rodilla*,0,0
viviendo,0,0
cálido*,0,0
debajo,0,0
acabará*,0,0
parada*,0,0
apueste*,0,0
reflejara*,0,0
cardiac*,0,0
mantengo,0,0
sostuvist*,0,0
escucharon,0,0
saliva*,0,0
juzgando,0,0
averiguamos,0,0
mostrador*,0,0
nostálgic*,0,1
gastando,0,0
cargase*,0,0
modrisco,0,0
dirección,0,0
actué,0,0
esperáis,0,0
entrevistará*,0,0
dejamos,0,0
pasar,0,0
pasas,0,0
convocaron,0,0
oreja*,0,0
comprimir*,0,0
separado,0,0
revelan,0,0
dividir*,0,0
mostraste*,0,0
convirtiéramos,0,0
comprás,0,0
redactase*,0,0
volteast*,0,0
tacañ*,0,1
latido*,0,0
mártir,0,0
supongáis,0,0
afilad*,0,0
mercadeo*,0,0
vimos,0,0
sentar,0,0
prisa*,0,0
caridad,0,0
voluntad*,1,0
enteráis,0,0
barrer,0,0
fraterno,0,0
occident*,0,0
digo,0,0
ampliamente,0,0
apartar,0,0
pegará*,0,0
pretendía*,0,0
empaquetáramos,0,0
júbilo*,1,0
país*,0,0
ateo*,0,0
golf,0,0
duda*,0,0
acceso,0,0
manejaré*,0,0
continuaba*,0,0
fatal*,0,1
defender,0,0
perdíst*,0,1
introduzca*,0,0
empujas,0,0
aplastad*,0,1
apuro*,0,1
lástima,0,1
dedicó,0,0
actuó,0,0
emborrachásemos,0,0
triunfaré*,1,0
tumor*,0,0
circulase*,0,0
extenderá*,0,0
pusiésemos,0,0
oficio*,0,0
adapt*,0,0
consumiésemos,0,0
fallé,0,0
carencia*,0,0
gratis,1,0
ilustra*,0,0
daré*,0,0
vuelves,0,0
destacando,0,0
emolument*,0,0
virtud*,1,0
conduzca*,0,0
participásemos,0,0
especie,0,0
bloquear,0,0
necesitas,0,0
necesitar,0,0
frito*,0,0
diligente*,0,0
querréis,0,0
necesitan,0,0
nena*,0,0
enema,0,0
acertéis,0,0
retar,1,0
irás,0,0
ocurriésemos,0,0
irán,0,0
sed,0,0
departo,0,0
sea,0,0
agonizar,0,0
bendición,0,0
sobrepeso,0,0
iniciáramos,0,0
manzana*,0,0
comenzar*,0,0
reunieron,0,0
reñirá*,0,1
tendréis,0,0
escaparé*,0,0
llamaba*,0,0
desayune*,0,0
nope,0,0
olerá*,0,0
publicidad*,0,0
pagas,0,0
sospecháis,0,0
distingáis,0,0
freir*,0,0
ocupaci*,0,0
condones,0,0
lloraron,0,1
pagan,0,0
departamento*,0,0
charlaron,0,0
marear*,0,0
visual*,0,0
denso*,0,0
manejába*,0,0
mamase*,0,1
oriente,0,0
saltó,0,0
contrajera*,0,0
riñese*,0,1
empujaré*,0,0
deducen,0,0
sacad*,0,0
coloqué,0,0
imaginar,0,0
imaginas,0,0
introducirá*,0,0
cuarto*,0,0
melancól*,0,1
viniese*,0,0
transmitiésemos,0,0
imaginan,0,0
ejecutiv*,0,0
medicamento*,0,0
estuvisteis,0,0
echado,0,0
epitafio,0,0
cultivase*,0,0
dura*,0,0
domini*,1,0
calculo,0,0
detenci*,0,0
pordioser*,0,0
extendemos,0,0
guardan,0,0
inept*,0,0
consultara*,0,0
aspirando,0,0
recibo,0,0
empecé,0,0
agarraba*,0,0
calumnia*,0,1
inglés,0,0
movamos,0,0
llanto*,0,1
guardas,0,0
domicilio*,0,0
marginal*,0,0
alimentare*,0,0
durar,0,0
asombrase*,0,0
asisto,0,0
canse*,0,0
impedir,0,0
ensalada*,0,0
recomenda*,0,0
nuevo*,0,0
responderé*,0,0
protección,0,1
rogar,0,0
sospechéis,0,0
actuásemos,0,0
recibimos,0,0
cogen,0,0
comprehensiv*,0,0
generaremos,0,0
gustase*,1,0
quizá*,0,0
finalizaré*,0,0
retortijón,0,0
triple,0,0
vos,0,0
coges,0,0
tocara*,0,0
andaste,0,0
voz,0,0
desease*,0,0
interrumpió,0,1
deterioro,0,0
contestan,0,0
banco*,0,0
acabo,0,0
matern*,0,0
normal*,1,0
ocupásemos,0,0
conversa*,0,0
contestar,0,0
contestas,0,0
antelación,0,0
guardéis,0,0
caes,0,0
ayudába*,0,0
ubique*,0,0
platicar,0,0
platicas,0,0
dolid*,0,1
sugiráis,0,0
platican,0,0
adicional*,0,0
transmitiendo,0,0
caen,0,0
recobr*,0,0
proporcionast*,0,0
excesiv*,0,1
recorrer,0,0
recorres,0,0
atrajimos,1,0
conversar,0,0
conversas,0,0
efectuaré*,0,0
recorren,0,0
recelo*,0,1
venda*,0,0
definí,0,0
legaron,0,0
asombrara*,0,0
vestíbulo*,0,0
canceláis,0,0
seriedad*,0,0
amará*,1,0
salvo,0,0
batido,0,0
oyera*,0,0
cultivamos,0,0
viéramos,0,0
joder,0,1
descubrir,0,0
forma*,0,0
seduzco,0,0
causalidad*,0,0
alertó,0,0
comenzando,0,0
consejo,0,0
castigo,0,1
castiga,0,1
mamaré*,0,1
termináramos,0,0
afición,1,0
acerco,0,0
clarifica*,0,0
haríamos,0,0
concediendo,0,0
alerté,0,0
acerca,0,0
inclus*,0,0
leemos,0,0
provisional*,0,0
edén,1,0
finalicé,0,0
domingo*,0,0
decidiésemos,0,0
marrón,0,0
hayan,0,0
consideraron,0,0
hayas,0,0
blackjack,0,0
toman,0,0
golpee*,0,0
desetabilicé,0,0
recibiré,0,0
callas,0,0
olvidó,0,0
chavo*,0,0
debilita*,0,1
manda*,0,0
ayudó,0,0
poné,0,0
salga*,0,0
contemple*,0,0
enfocaste*,0,0
derrumba*,0,0
arquitecto*,0,0
apoderéis,0,0
hubiéramos,0,0
velamos,0,0
trasnportó,0,0
vigoros*,1,0
caro*,0,0
alcancé,0,0
amad*,1,0
inferencia*,0,0
escapáramos,0,0
lágrima*,0,0
introducir,0,0
sepultur*,0,1
tambor*,0,0
hinduismo,0,0
vendiendo,0,0
año*,0,0
temple,0,1
enseñásemos,0,0
obligase*,0,0
comere*,0,0
disfrute*,1,0
almorzamos,0,0
pesad*,0,1
cesaste*,0,0
anoche,0,0
escribist*,0,0
victoria,0,0
gritase*,0,0
mamita,0,0
libera,0,0
netflix,0,0
superad*,0,0
recordare*,0,0
supuestamente,0,0
explicaci*,0,0
existencia*,0,0
anterior,0,0
cambiar*,0,0
callad*,0,0
terapia,0,0
enfocó,0,0
película*,0,0
poesía,0,0
derrochar*,0,0
convocará*,0,0
alá,0,0
ojea*,0,0
bromeare*,1,0
terminast*,0,0
chido,0,0
tasa*,0,0
extrañar,0,1
extrañas,0,1
enfoquéis,0,0
entrevistásemos,0,0
guiará*,0,0
definición,0,0
extrañan,0,1
exigiéramos,0,0
alcanzaron,0,0
causaré*,0,0
vigésim*,0,0
telefonearemos,0,0
aliviaste*,0,0
disculpaba*,0,0
entrába*,0,0
pegaron,0,0
alentáis,1,0
cenaba*,0,0
esperanzad*,0,0
organizase*,0,0
pierd*,0,1
expulsad*,0,1
consolador,1,0
dormí,0,0
um,0,0
un,0,0
indicas,0,0
indicar,0,0
rudo*,0,1
escrito,0,0
uf,0,0
limpiar*,0,0
ingería*,0,0
podólog*,0,0
giraste*,0,0
genial,0,0
cuidare*,0,0
satán,0,0
adhiera*,0,0
telefoneast*,0,0
preguntas,0,0
preguntar,0,0
hayáis,0,0
tortillera,0,0
solemne*,0,1
alojase*,0,0
identifiqué,0,0
efímer*,0,0
carrera*,0,0
preguntan,0,0
palpit*,0,0
compraste*,0,0
viajáis,0,0
dediqué,0,0
encomendé,0,0
convocaste*,0,0
reacia*,0,1
pegara*,0,0
tragas,0,0
capellán*,0,0
obliga,0,0
zapatero*,0,0
palpad*,0,0
ortopédic*,0,0
caldera,0,0
encomendó,0,0
empezó,0,0
acabaron,0,0
defendere*,0,0
disolver*,0,0
lana,0,0
espuri*,0,1
mismas,0,0
actor*,0,0
consumes,0,0
situé,0,0
íntimo*,0,0
alojara*,0,0
intentáis,0,0
coda,0,0
tortur*,0,1
consuel*,1,0
mantenemos,0,0
gordura,0,0
emprenderá*,0,0
cambiará*,0,0
deducción,0,0
bebé*,0,0
seno,0,0
admiten,0,0
engreid*,0,1
consultorio*,0,0
admites,0,0
convirtiese*,0,0
sorpre*,1,0
efectuéis,0,0
distinguí,0,0
insuficiente*,0,1
mováis,0,0
reloj*,0,0
estiré,0,0
patrimonio*,0,0
comió,0,0
percepci*,0,0
anchura,0,0
entrevistaré*,0,0
cremación,0,0
llama,0,0
llamo,0,0
compartiera*,1,0
sobresueldo*,0,0
estiró,0,0
regalaba*,0,0
sintiese*,0,0
incentivo*,1,0
manifieste*,0,0
obtenga*,0,0
platicará*,0,0
pesas,0,0
enfocásemos,0,0
quiebro,0,0
marra,0,0
furia*,0,1
desenvuelto,1,0
riqueza*,1,0
convirtiésemos,0,0
fuésesmos,0,0
marro,0,0
ninguna*,0,0
acata*,0,0
vendéis,0,0
pierda*,0,1
carne,0,0
origine*,0,0
gritaré*,0,0
herid*,0,0
escalando,0,0
noticias,0,0
atenderá*,0,0
mierda*,0,1
platicara*,0,0
apost*,0,0
crezco,0,0
descuidar,0,0
gilipollas,0,1
disponible,1,0
obstante,0,0
variéis,0,0
pasaré*,0,0
caé*,0,0
animare*,1,0
bilis,0,0
asista*,0,0
consigáis,0,0
profund*,0,0
deducimos,0,0
administrado*,0,0
desayunéis,0,0
escapé,0,0
lee,0,0
deduces,0,0
llorásemos,0,0
dirigiese*,1,0
leo,0,0
cuanta*,0,0
exhausti*,0,0
les,0,0
llevado,0,0
pueblo*,0,0
prefiero,0,0
escuchase*,0,0
requerirá*,0,0
enterrad*,0,0
casino,0,0
jugamos,0,0
antiguamente,0,0
novio*,0,0
varió,0,0
condujéramos,0,0
causas,0,0
causar,0,0
encontré,0,0
averigua,0,0
embriaga*,0,0
averiguo,0,0
protestáramos,0,1
vuestr*,0,0
enrollaron,0,0
admitiésemos,0,0
será,0,0
diferenciaremos,0,0
defrauda*,0,1
encontró,0,0
causan,0,0
motriz*,0,0
moviste*,0,0
ortodox*,0,0
sedos*,0,0
salones,0,0
concluiremos,0,0
insinuáis,0,0
compartie*,1,0
golpeara*,0,0
recuperara*,0,0
embolia*,0,0
piados*,0,0
baba,0,0
esforzarnos,0,0
complace*,1,0
bailara*,0,0
tragar,0,0
cuidéis,0,0
pareciésemos,0,0
tragan,0,0
vuestro,0,0
vuestra,0,0
masqué,0,0
cocía*,0,0
abrirá*,0,0
inaudible*,0,0
entregásemos,0,0
vigesimo*,0,0
investigaci*,0,0
buscará*,0,0
reflejaba*,0,0
eleve*,0,0
odiaron,0,1
conociendo,0,0
confiara*,0,0
cualquier*,0,0
sabe,0,0
loca,0,1
cuarta*,0,0
quiebra*,0,0
loco,0,1
alertase*,0,0
junta,0,0
proceso,0,0
pediría,0,0
procesa,0,0
cobró,0,0
alegría*,1,0
conmovéis,0,0
animar,1,0
animas,1,0
oyó,0,0
alimentaba*,0,0
comerciante*,0,0
noche*,0,0
bajeza,0,1
premiaron,0,0
animan,1,0
opino,0,0
elección,0,0
abráis,0,0
alquil*,0,0
estornudába*,0,0
rompiera*,0,0
hubisteis,0,0
especial,1,0
accion*,0,0
analizasteis,0,0
triunfas,1,0
voló,0,0
gustaba*,1,0
ahorrába*,0,0
comprase*,0,0
islamista*,0,0
conducido,0,0
ocupan,0,0
bodega*,0,0
alejad*,0,0
tejado,0,0
alquila,0,0
declarásemos,0,0
necesitaba*,0,0
mezquin*,0,1
desprecia*,0,1
explicó,0,0
capacidad*,0,0
pidieron,0,0
procure*,0,0
averigüéis,0,0
penqué,0,0
edad*,0,0
romperá*,0,0
directa,0,0
agnosticismo,0,0
directo,0,0
entregaste*,0,0
correcta*,0,0
durmiendo,0,0
náusea*,0,0
camináramos,0,0
expresaron,0,0
adivinar,0,0
adivinas,0,0
llevéis,0,0
entendé*,0,0
compenséis,0,0
aceptas,1,0
aceptar,1,0
mejoren,0,0
adivinan,0,0
nado,0,0
serio*,0,0
concluía*,0,0
nada,0,0
gritan,0,0
custodiaron,0,0
cago,0,0
gritar,0,0
aseguráramos,0,0
intentó,0,0
comeremos,0,0
usare*,0,0
produce*,0,0
doce,0,0
viajar*,0,0
friega,0,0
ensordece*,0,0
pericia*,0,0
morir,0,0
animasteis,1,0
parezco,0,0
convertirá*,0,0
detenéis,0,0
inferiré*,0,0
millón,0,0
aprenda*,0,0
aliviéis,0,0
convirtáis,0,0
diabólic*,0,1
meta,0,0
dedicará*,0,0
mete,0,0
consumiese*,0,0
meto,0,0
escuche*,0,0
cenó,0,0
medida*,0,0
conociéramos,0,0
revelaron,0,0
bailéis,0,0
cuidad*,1,0
resolváis,0,0
ceso,0,0
llevando,0,0
tomaba*,0,0
dudáramos,0,0
empleaba*,0,0
vigile*,0,0
contigo,0,0
volé,0,0
harás,0,0
proseguir*,0,0
obtenid*,0,0
golfo*,0,0
mamare*,0,1
continuase*,0,0
adquirisemos,0,0
frecuentemente,0,0
captáramos,0,0
aislar*,0,1
administraré*,0,0
consiguiente*,0,0
premio,1,0
frena,0,0
freno,0,0
deduzca*,0,0
soñaré*,0,0
concej*,0,0
moneda*,0,0
necesitará*,0,0
motivo*,0,0
sujetast*,0,0
dedujo,0,0
nuera*,0,0
hembra*,0,0
vengáis,0,0
confesó,0,0
regalaré*,0,0
potencial,0,0
consideráis,0,0
comenc*,0,0
rotund*,0,0
cuadro,0,0
pretendere*,0,0
nombré,0,0
fracasamos,0,1
tacto,0,0
psicoanalizaron,0,0
concluyes,0,0
evaluará*,0,0
poquit*,0,0
sufrirá*,0,1
cuánta*,0,0
dedicáis,0,0
despertar,0,0
potencia*,0,0
todavía,0,0
propusieron,0,0
desestabiliza*,0,0
cesará*,0,0
desempeñásemos,0,0
extrañase*,0,1
debiésemos,0,0
chingada,0,1
mortal*,0,0
infiriendo,0,0
enseñáramos,0,0
desdichad*,0,1
iniciaci*,0,0
sugerimos,0,0
contaréis,0,0
pondero,0,0
saldré*,0,0
proveyendo,1,0
mamáramos,0,1
observar,0,0
comunicaron,0,0
inicialmente,0,0
culminante*,0,0
insinuare*,0,0
comé*,0,0
deciden,0,0
contraiga*,0,0
dirijáis,1,0
blockbuster,0,0
cuello,0,0
mano*,0,0
desayunaré*,0,0
maméis,0,1
comenzaremos,0,0
dijeron,0,0
quebrar,0,0
originaré*,0,0
mariquita*,0,0
cuatro,0,0
abandonaron,0,1
mire*,0,0
perdéis,0,1
sostuviésemos,0,0
extendiste*,0,0
entreguéis,0,0
empleo,0,0
analicé,0,0
suntuos*,1,0
emplea,0,0
consideréis,0,0
ovacionan,1,0
visa,0,0
clerecía,0,0
ordenando,0,0
boxeamos,0,0
conmover,0,0
comenzase*,0,0
alojéis,0,0
conservaste*,0,0
trampa,0,1
romántic*,1,0
pruebas,0,0
conducía,0,0
arriesga*,1,0
enfurec*,0,1
familia*,0,0
examinéis,0,0
moriré*,0,0
podré,0,0
asistimos,0,0
veremos,0,0
principal,1,0
cargare*,0,0
comprensible*,0,0
pretendáis,0,0
venderé*,0,0
terminar,0,0
concexión,0,0
escalar*,0,0
terminan,0,0
molestáis,0,1
partís,0,0
dejad*,0,0
vaya*,0,0
creciera*,0,0
administrara*,0,0
faena*,0,0
insight,0,0
apuesta*,0,0
luche*,0,1
abría*,0,0
legáramos,0,0
trivia*,0,1
abriese*,0,0
gigante,0,0
vayas,0,0
verano*,0,0
comisiones,0,0
rebasó,0,0
exijáis,0,0
pretendéis,0,0
sibarita*,0,0
dejada,0,0
vayan,0,0
redactamos,0,0
debo,0,0
enviaba*,0,0
cojo,0,0
cristian*,0,0
dirigirte,0,0
giraré*,0,0
presentador*,0,0
acierto,0,0
aceptación,1,0
deslizó,0,0
depender,0,0
paseo,0,0
alojaste*,0,0
parque,0,0
pasea,0,0
énfasis,0,0
figure*,0,0
barra*,0,0
tocó,0,0
ingreso,0,0
alegraba*,0,0
cerrado*,0,0
debe,0,0
ocasionar,0,0
perdid*,0,1
solía*,0,0
tendió,0,0
benign*,1,0
alojaron,0,0
compartió,1,0
finales,0,0
mueve*,0,0
deba,0,0
ocasionan,0,0
hablará*,0,0
aseguró,0,1
pase*,0,0
usó,0,0
conjetura*,0,0
policía*,0,0
hallazgo,0,0
definirá*,0,0
veta*,0,0
capturáis,0,0
acabase*,0,0
régimen,0,0
diré,0,0
etc,0,0
pescador*,0,0
usé,0,0
identifica*,0,0
probare*,0,0
deteniendo,0,0
censurable*,0,1
indica,0,0
indico,0,0
durmiera*,0,0
especialidad,0,0
cd,0,0
estorb*,0,1
dirigente*,0,0
llegáis,0,0
inteligencia*,0,0
pagáramos,0,0
transfiere,0,0
viváis,1,0
barbero*,0,0
fondo*,0,0
llamáramos,0,0
veneración,0,0
odiase*,0,1
querrá*,1,0
antebrazo*,0,0
equipo,0,0
bafle*,0,0
paseé,0,0
opciones,0,0
nene*,0,0
séptim*,0,0
gustásemos,1,0
tequila,0,0
exhausto*,0,0
testamento*,0,0
terminaremos,0,0
platicaron,0,0
confiaron,0,0
querrás,0,0
reconiciéramos,0,0
enseñé,0,0
vuelva*,0,0
bautizad*,0,0
aceptáramos,1,0
mojar,0,0
fondos,0,0
donáis,0,0
arrojamos,0,0
testarud*,0,1
va,0,0
circuláramos,0,0
desgasto,0,0
ve,0,0
confesar,0,0
salmo,0,0
desgasta,0,0
padre*,0,0
pelo*,0,0
capto,0,0
supuest*,0,0
fugar,0,0
lloréis,0,0
infinit*,0,0
tarjeta,0,0
conserva,0,0
odiará*,0,1
capté,0,0
alimentase*,0,0
competi*,0,0
recordaba*,0,0
origináis,0,0
ocupáramos,0,0
apóstol*,0,0
tenga,0,0
encomendamos,0,0
educador*,0,0
romance,0,0
pasase*,0,0
cuestionásemos,0,0
elijo,0,0
cultivan,0,0
venciendo,1,1
andase*,0,0
fraudulent*,0,1
vasto*,0,0
Corán,0,0
infinito,0,0
enseñó,0,0
plataforma*,0,0
tocaremos,0,0
alertáis,0,0
cultivas,0,0
diabetes,0,0
viajába*,0,0
conocemos,0,0
desayunas,0,0
desayunar,0,0
mensual*,0,0
enfad*,0,1
harto,0,0
insinuaré*,0,0
desayunan,0,0
engullí,0,0
pie*,0,0
das,0,0
bromeásemos,0,0
epinefrina,0,0
humor*,1,0
comerá*,0,0
tenista,0,0
contradicción,0,1
acabáramos,0,0
orquest*,0,0
aceptase*,1,0
deprimid*,0,0
rencoros*,0,1
humilde,0,0
tomar*,0,0
empacaré*,0,0
elegía*,0,0
pagará*,0,0
contestara*,0,0
nimiedad*,0,1
tonter*,0,1
acarrearon,0,0
piel,0,0
recordáis,0,0
restructur*,0,0
espere*,0,0
creyera*,0,0
estribillo*,0,0
acabamos,0,0
consultare*,0,0
obliguéis,0,0
durante,0,0
inspiró,0,0
aversi*,0,1
complicad*,0,1
viviese*,0,0
mhm,0,0
tocáis,0,0
corriéramos,0,0
mantiene*,0,0
implique*,0,0
carpintero*,0,0
divulgaremos,0,0
construyeron,0,0
requerist*,0,0
afilia,0,0
osea,0,0
vendiera*,0,0
digesti*,0,0
perdoné,1,0
acribillar,0,0
giráis,0,0
señorita*,0,0
abandonara*,0,1
conservan,0,0
trataba*,0,0
recordamos,0,0
introducimos,0,0
contaremos,0,0
lucharé*,0,1
chaval*,0,0
obtuve,0,0
constituíd*,0,0
cayéramos,0,0
obtuvo,0,0
olvidáis,0,0
boxeando,0,0
proveemos,0,0
sabremos,0,0
desanimaremos,0,0
fatiga*,0,0
amando,1,0
convirtió,0,0
huyera*,0,0
cliente*,0,0
picor,0,0
comuniquéis,0,0
enferm*,0,0
suponía*,0,0
sospeché,0,0
época,0,0
sucediera*,0,0
trabajásemos,0,0
escuchando,0,0
mí,0,0
ayudé,0,0
dedicába*,0,0
expresara*,0,0
mamó,0,1
iniciando,0,0
pegaba*,0,0
perfec*,1,0
mamé,0,1
conoceremos,0,0
acierte*,0,0
mamá,0,0
aliento,1,0
dificult*,0,1
admitirá*,0,0
respoindés,0,0
golpear,0,0
bullicio,0,0
maña,0,1
obtener,0,0
aloje*,0,0
donde,0,0
condenad*,0,0
colgar*,0,0
figurando,0,0
pesimist*,0,1
proporcionan,0,0
fabricará*,0,0
empujó,0,0
sujetas,0,0
sujetar,0,0
atribuya*,0,0
ovaciona,1,0
discrep*,0,0
exigiésemos,0,0
sujetan,0,0
sobreentiendo,0,0
crucis,0,0
sube*,0,0
proporcionar,0,0
proporcionas,0,0
expreséis,0,0
peleará*,0,1
auxiliamos,0,0
solaparse,0,0
adquiría*,0,0
escupa*,0,0
porción,0,0
fracasó,0,1
jugaron,0,0
desapar*,0,0
distinguieron,0,0
protestamos,0,1
compremos,0,0
adquirie*,0,0
traigáis,0,0
mande*,0,0
fracasé,0,1
expresase*,0,0
fiebre,0,0
pararé*,0,0
ocurriéramos,0,0
comprába*,0,0
agresi*,0,1
sentara*,0,0
miraré,0,0
beso*,1,0
consultásemos,0,0
sion,0,0
sentará*,0,0
hogar*,0,0
broder,0,0
circuló,0,0
interrumpiéramos,0,1
enviar*,0,0
odiando,0,0
veréis,0,0
desencadena*,0,0
ganaré*,1,0
llegaba*,0,0
demasiado*,0,0
mude*,0,0
liquidaci*,0,0
circulé,0,0
frecuencia,0,0
respondéis,0,0
aprensi*,0,1
cuna,0,0
cuánto*,0,0
aterrad*,0,1
fraternidad*,0,0
chance,0,0
mantuvimos,0,0
laboratorio*,0,0
disfruta*,1,0
callo,0,0
posibilitó,0,0
apretad*,0,0
matriz,0,0
cena*,0,0
esperaron,0,0
desencadenar,0,0
exigirá*,0,0
alcanzaste*,0,0
ocasión,0,0
deslumbraba,0,0
tiraremos,0,0
deducire*,0,0
cultivare*,0,0
aparezca*,0,0
vetáis,0,0
aguad*,0,0
residencia*,0,0
emprendiera*,0,0
termináis,0,0
pío,0,0
estrategia*,0,0
picaz*,0,0
horno,0,0
infectad*,0,0
cm*,0,0
dólares,0,0
calenturient*,0,0
comunidad*,0,0
bromeara*,0,0
referí,0,0
defendéis,0,0
desist*,0,0
venimos,0,0
ticket*,0,0
ingresaron,0,0
colega*,0,0
penetrad*,0,0
ocuparon,0,0
suponiendo,0,0
necesitando,0,0
bolívar*,0,0
mirába*,0,0
telefoneába*,0,0
decidáis,0,0
vomita*,0,1
despertáis,0,0
licor*,0,0
suprim*,0,0
cené,0,0
quebraré*,0,0
