word,positive,negative
resbalába*,0,0
pagara*,0,0
teníais,0,0
retransmitir,0,0
diverti*,1,0
sueña,0,0
andaron,0,0
aparece*,0,0
extrañe*,0,1
congrega*,0,0
buen*,1,0
festiv*,1,0
cuentas,0,0
convocáis,0,0
sabbath,0,0
cuidara*,0,0
chef,0,0
cuentan,0,0
logre*,0,0
huelo,0,0
metiera*,0,0
panda,0,0
huele,0,0
héroe*,1,0
encontrar,0,0
odió,0,1
danza*,0,0
concluya*,0,0
construya*,0,0
enfoqué,0,0
conversáis,0,0
bipolar,0,0
odié,0,1
abandonásemos,0,1
extendere*,0,0
aguda,0,0
hallamos,0,0
gracios*,1,0
histéric*,0,0
indique*,0,0
regaláis,0,0
manejo,0,0
enviase*,0,0
podíamos,0,0
preguntado,0,0
maneja,0,0
bailé,0,0
dirigirse,0,0
bailó,0,0
revelo,0,0
velaré*,0,0
platicaste*,0,0
escoja*,0,0
arranqué,0,0
joven*,0,0
lapidad*,0,0
estrangular*,0,0
defendáis,0,0
actuaste*,0,0
comiste*,0,0
conciliar*,0,0
tendiste*,0,0
huyese*,0,0
insoportable*,0,1
docena*,0,0
sacerdo*,0,0
estéreo*,0,0
compro,0,0
ell*,0,0
vé,0,0
forense,0,0
pencó,0,0
arrancamos,0,0
amaba*,0,0
asado,0,0
contamina*,0,0
cuidase*,0,0
rancho,0,0
consulto,0,0
disculpa,0,0
empacando*,0,0
disculpo,0,0
causáis,0,0
inflamación,0,0
deseare*,0,0
dolencia*,0,0
glori*,1,0
desempeñáramos,0,0
contradigáis,0,0
ángel*,0,0
guiñaba*,0,0
admitiese*,0,0
pude,0,0
malestar,0,0
discuta*,0,1
continuar,0,0
holocausto,0,0
custodiamos,0,0
agarré,0,0
convocara*,0,0
conociera*,0,0
pedíamos,0,0
según,0,0
manejaba,0,0
desviéis,0,0
admita*,0,0
negativ*,0,0
chillo,0,0
disculp*,0,0
calificaicon*,0,0
era,0,0
friegas,0,0
inteligible,1,0
permito,0,0
charlaba*,0,0
esplendoros*,1,0
entrevistaste*,0,0
novia,0,0
empieza,0,0
dieci*,0,0
originó,0,0
agarrába*,0,0
exigís,0,0
originé,0,0
pedía,0,0
alimentas,0,0
vigilásemos,0,0
distingue,0,0
inadecuad*,0,1
querremos,0,0
dúplex,0,0
cruzada*,0,0
diferencia*,0,0
cambiaste*,0,0
enfocaré*,0,0
nombra,0,0
deduje,0,0
perderá*,0,1
cortar*,0,0
bares,0,0
recorráis,0,0
novi*,0,0
traslada*,0,0
atraes,1,0
atraer,1,0
agarró,0,0
atraen,1,0
triunfando,1,0
célibe,0,0
las,0,0
sabia*,1,0
orden,1,0
alcanzando,0,0
padre,0,0
suposición,0,0
significa*,0,0
hasta,0,0
diferencian,0,0
verás,0,0
corriese*,0,0
debimos,0,0
neto,0,0
recuperare*,0,0
frotase*,0,0
decide,0,0
consecuen*,0,0
paseáis,0,0
zen,0,0
procesará*,0,0
capturéis,0,0
analizaste,0,0
intentaré,0,0
resucitaré*,0,0
aislamiento,0,1
saliese*,0,0
frotáramos,0,0
mayor,0,0
promove*,0,0
acabáis,0,0
ambigu*,0,0
vergonzos*,0,1
empujara*,0,0
creador*,1,0
valor,1,0
despertáramos,0,0
bromeas,1,0
pasillo*,0,0
usase*,0,0
irían,0,0
pego,0,0
asir*,0,0
confiare*,0,0
cesáramos,0,0
devot*,1,0
eleva*,0,0
enteró,0,0
mudare*,0,0
rimbomba*,0,0
enteré,0,0
anduviéramos,0,0
bailare*,0,0
nadar*,0,0
pelas,0,0
torzáis,0,0
milagro,0,0
paráramos,0,0
colocar*,0,0
dilapid*,0,0
doler,0,1
desafinado,0,0
pobre,0,1
celos*,0,1
organizar*,0,0
recordába*,0,0
llorara*,0,0
desfallecimiento,0,0
remate*,0,0
copón,0,0
vigiláis,0,0
apreci*,0,0
llamamos,0,0
lejanía,0,0
contraemos,0,0
reñir,0,1
reñis,0,1
villano*,0,1
usara*,0,0
crimen,0,0
compartí,1,0
trastorn*,0,1
tomé,0,0
estimulando,0,0
buscando,0,0
comercio*,0,0
persiguiendo*,0,0
quitéis,0,0
cuece*,0,0
cónyuge*,0,0
resaca*,0,0
partiré*,0,0
estudiaba*,0,0
recordaremos,0,0
admite,0,0
procura*,0,0
admito,0,0
proteína*,0,0
preparásemos,0,0
tanatólogo,0,0
agradeciéramos,1,0
pasaron,0,0
realizar,0,0
elecciones,0,0
regreso,0,0
rrcomo,0,0
diese*,0,0
extendí,0,0
suya*,0,0
jugaré*,0,0
podemos,0,0
generos*,1,0
burla*,0,1
irracional*,0,1
deseáis,0,0
examinará*,0,0
grite*,0,0
dolió,0,0
organiza,0,0
organizo,0,0
malvad*,0,1
hagamos,0,0
vendist*,0,0
bloqueásemos,0,0
acarreara*,0,0
aprenderá*,0,0
aire,0,0
contarían,0,0
respirará*,0,0
patinaste*,0,0
criatura*,0,0
regalara*,0,0
solamente,0,0
adiós,0,0
enfrente,0,0
contarías,0,0
compromiso,0,0
escribiéramos,0,0
comprendes,0,0
comprender,0,0
trabajó,0,0
adivine*,0,0
billete*,0,0
sostuviese*,0,0
deslizase*,0,0
frotara*,0,0
vigilara*,0,0
cancerbero,0,0
avanzo,0,0
trabajé,0,0
comprenden,0,0
bebe,0,0
creyendo,0,0
bebo,0,0
iros,0,0
obstrucción,0,0
hemos,0,0
acepte*,1,0
guardaron,0,0
orientación,0,0
ovlida,0,0
ardua*,0,0
brillo,0,0
telefoneé,0,0
cultiváis,0,0
pensast*,0,0
interesad*,0,0
expresará*,0,0
sufrist*,0,1
obediente*,0,0
promueve*,0,0
tomamos,0,0
salvar,0,0
emprendere*,0,0
reali,0,0
ejercit*,0,0
aprenderemos,0,0
proporcionásemos,0,0
atraje*,1,0
primario,0,0
estafa*,0,1
manoseare*,0,0
mirando,0,0
contestásemos,0,0
lindo*,0,0
honra,1,0
intentase*,0,0
inmediatamente,0,0
content*,1,0
prendiera*,0,0
confín*,0,0
vigilan,0,0
reñí,0,1
negro,0,0
vigilas,0,0
frotaré*,0,0
élite,0,0
desafinar,0,0
mamaré,0,1
horrible*,0,1
cruza,0,0
proponga*,0,0
desempeñaré*,0,0
chillaba*,0,0
hacen,0,0
respondes,0,0
responder,0,0
expliquéis,0,0
atrayente,1,0
producir,0,0
conversásemos,0,0
compensar*,0,0
responden,0,0
adjudica*,0,0
considerará*,0,0
padrastro*,0,0
gastaba*,0,0
emprenden,0,0
biblioteca*,0,0
protestando,0,1
macho*,0,0
fabricaron,0,0
emprendes,0,0
decimos,0,0
binoculares,0,0
ducha*,0,0
calaver*,0,0
ibais,0,0
abandonamos,0,1
bailando,0,0
densidad,0,0
restantes,0,0
rincones,0,0
sentid*,0,0
volvamos,0,0
interrumpirá*,0,1
guiaba*,0,0
toqué,0,0
percibe*,0,0
di,0,0
agradecí,1,0
ardor,1,0
de,0,0
disturb*,0,1
da,0,0
encomendaré*,0,0
tentamos,0,0
divisó,0,0
inevitable*,0,0
olvidáramos,0,0
examig*,0,1
intencionadamente,0,0
obtengo,0,0
vendríamos,0,0
algún,0,0
platicaré*,0,0
divisé,0,0
escalase*,0,0
apoderare*,0,0
intentásemos,0,0
depende,0,0
presiente,0,0
recuperé,0,0
cancelas,0,0
cimiento*,0,0
dependo,0,0
necesitáis,0,0
recuperó,0,0
avanza*,0,0
auditorio*,0,0
cancelan,0,0
fabricaste*,0,0
fino*,0,0
atroz,0,1
desviáramos,0,0
golpeásemos,0,0
decíais,0,0
adhirió,0,0
resentir,0,1
arco*,0,0
partiendo,0,0
podrir*,0,1
bien,1,0
amable*,1,0
pavor,0,1
pruebe*,0,0
peguéis,0,0
asombráis,0,0
viernes,0,0
pagano*,0,0
atacáis,0,1
tarde*,0,0
evaluaremos,0,0
diana*,0,0
sesenta,0,0
chica*,0,0
alcanzara*,0,0
actúa,0,0
cancela*,0,0
después,0,0
odiáramos,0,1
ovacionamos,1,0
actúo,0,0
dichos*,0,0
escribiré*,0,0
asistiéramos,0,0
ahora,0,0
permita*,0,0
estúpid*,0,1
con,0,0
narices,0,0
coheren*,0,0
tono,0,0
bolud*,0,0
ocupáis,0,0
alto*,0,0
aprenderé,0,0
declaraste*,0,0
discutía*,0,1
condujeron,0,0
hay,0,0
procese*,0,0
hemanastr*,0,0
cargara*,0,0
atribuir,0,0
estaban,0,0
susurr*,0,0
estabas,0,0
destruyo,0,1
andásemos,0,0
perseguir,0,0
supiéramos,0,0
flexible,0,0
estudiáramos,0,0
inhibi*,0,0
proseguí,0,0
defendiera*,0,0
gustáramos,1,0
codo*,0,0
necesitéis,0,0
expresando,0,0
habíais,0,0
picante,0,0
amase*,0,0
definió,0,0
irrita*,0,1
balboa*,0,0
inspeccionas,0,0
parcialmente,0,0
vago,0,0
has,0,0
riñésemos,0,1
mudando,0,0
reúnes,0,0
gratitud*,1,0
reúnen,0,0
consagración,0,0
asombréis,0,0
coraje*,1,0
informaré*,0,0
fontanero*,0,0
eligiera*,0,0
pensarás,0,0
punzada*,0,0
comprenderemos,0,0
pensarán,0,0
ganéis,1,0
consciente*,0,0
desayunase*,0,0
enrojece*,0,0
declaráramos,0,0
perfora,0,0
multitud*,0,0
enfoque*,0,0
ocupe*,0,0
ingresara*,0,0
pediste,0,0
equivalió,0,0
chambeába*,0,0
retenga*,0,0
médico*,0,0
apta*,0,0
cancelara*,0,0
decaer*,0,1
guardaba*,0,0
cesase*,0,0
ocupéis,0,0
resuelva*,0,0
ninguno*,0,0
cogerá*,0,0
posee,0,0
pensará*,0,0
insensato*,0,1
dominó,1,1
cancelábamos,0,0
creamos,0,0
alojáis,0,0
excelent*,1,0
furio*,0,1
mil,0,0
invitar,0,0
pedist*,0,0
ocasione*,0,0
figuran,0,0
campo,0,0
causando,0,0
grandios*,0,0
orgasmo,0,0
cuidaré*,0,0
figuras,0,0
figurar,0,0
parte,0,0
mejoré,0,0
paguéis,0,0
vecin*,0,0
triunfará*,1,0
compartiréis,1,0
bastard*,0,1
peleáis,0,0
estantería*,0,0
discutís,0,1
sí,0,0
antes,0,0
expliqué,0,0
sé,0,0
calculó,0,0
descuento,0,0
mueva*,0,0
chingo,0,0
abandonará*,0,1
efectuaremos,0,0
fumaba*,0,0
querríamos,0,0
empujamos,0,0
libreta*,0,0
tocamos,0,0
calculé,0,0
torcer,0,0
boxea,0,0
construyésemos,0,0
pecar*,0,1
influyente*,0,0
transmitiéramos,0,0
mayo,0,0
pulmones,0,0
boxeo,0,0
admitieron,0,0
lúgubre,0,1
asomando,0,0
campeon*,0,0
psicoanalizan,0,0
clarifiqué,0,0
llegase*,0,0
crecimos,0,0
concluimos,0,0
ayuno,0,0
psicoanalizas,0,0
consumís,0,0
defendiéramos,0,0
oídos,0,0
seminari*,0,0
escapará*,0,0
ustedes,0,0
extrañaba*,0,1
velare*,0,0
corista*,0,0
cultive*,0,0
recordé,0,0
divirtamos,0,0
telefoneásemos,0,0
salir,0,0
tratast*,0,0
probáis,0,0
sangra*,0,0
reconcili*,0,0
tiraste*,0,0
cuanto*,0,0
huir,0,0
destrozara*,0,0
calvinista*,0,0
compró,0,0
queda,0,0
chimenea,0,0
quedo,0,0
contestába*,0,0
disculpé,0,0
consultase*,0,0
querías,0,0
pantorrilla*,0,0
boxeare*,0,0
disculpó,0,0
compré,0,0
herpes,0,0
extendéis,0,0
leere*,0,0
cerrara*,0,0
esperamos,0,0
protestásemos,0,1
oiga*,0,0
anima,1,0
confesaste*,0,0
apetencia,0,0
abundante*,0,0
discute*,0,1
movemos,0,0
cumbamba*,0,0
lavar,0,0
afecte,0,0
pidiera*,0,0
afecta,0,0
sugiriésemos,0,0
tocase*,0,0
enloquec*,0,1
subalterno*,0,0
olfateare*,0,0
traé*,0,0
indicaré*,0,0
tendríamos,0,0
naciones,0,0
vagar*,0,0
jamás,0,0
sobreentendist*,0,0
usaron,0,0
converso,0,0
empleaste*,0,0
llegamos,0,0
responderá*,0,0
conversa,0,0
circula,0,0
octava*,0,0
requeriré*,0,0
abra*,0,0
mercado,0,0
lanzáramos,0,0
aument*,1,0
circulo,0,0
ocular*,0,0
parecieron,0,0
perdemos,0,1
quitase,0,0
mtv,0,0
nervio,0,0
siquiera,0,0
quisimos,1,0
volviésemos,0,0
soplar,0,0
esposa*,0,0
interrumpa*,0,1
descubráis,0,0
lleva,0,0
llevo,0,0
desviar,0,0
adonde,0,0
aplastaste*,0,1
realicé,0,0
seccio*,0,0
tonta*,0,1
vulnerable*,0,1
colocarse,0,0
contiendas,0,1
ático,0,0
creer,0,0
aprobaci*,1,0
empaque*,0,0
cruzó,0,0
agnóstic*,0,0
venére*,0,0
escale,0,0
asombrásemos,0,0
canto,0,0
escalo,0,0
efectuará*,0,0
venzo,1,1
despertamos,0,0
optimismo,1,0
empujaba*,0,0
conserve*,0,0
ayude*,0,0
ingresó,0,0
derrota*,0,1
proporcionéis,0,0
conquisto,0,0
arrodillar*,0,0
expresare*,0,0
pariente*,0,0
ingresé,0,0
atacó,0,1
tomás,0,0
volaron,0,0
participación,0,0
patino,0,0
global,0,0
empaquetara*,0,0
pésimo*,0,1
anillo*,0,0
faltó,0,0
encarga*,0,0
satisfizo,0,0
mamaron,0,1
perdiese*,0,1
sienta*,0,0
aseguranza,0,0
necesitásemos,0,0
extremadamente,0,0
quienes,0,0
desgastará*,0,0
indicaba*,0,0
enano*,0,0
tirase*,0,0
aclaro,0,0
sujeto,0,0
superé,0,0
abrimos,0,0
alojan,0,0
sorprendentemente,0,0
sujeta,0,0
entregamos,0,0
quebranta,0,0
descubra*,0,0
alojas,0,0
margarita,0,0
empezase*,0,0
gimnasi*,0,0
otorgando,1,0
proporcione*,0,0
pasáis,0,0
conducís,0,0
elevad*,1,0
moviendo,0,0
dormís,0,0
mostrase*,0,0
justific*,0,0
cruce*,0,0
empenzar*,0,0
intentás,0,0
atribuía*,0,0
caputrara*,0,0
cosa,0,0
afectaba,0,0
muda*,0,0
pudiésemos,0,0
conducire*,0,0
conmueve*,0,0
cupón,0,0
digiri*,0,0
coloniza*,0,0
maldici*,0,1
repente,0,0
dedique*,0,0
comprado,0,0
enfermo*,0,0
apagó,0,0
cargo,0,0
asenta*,0,0
manejas,0,0
insinuaron,0,0
quedan,0,0
carga,0,0
acullá,0,0
desencadene*,0,0
boleto*,0,0
disuadir*,0,1
sinus*,0,0
manejan,0,0
podrá,0,0
apetecía,0,0
sociable*,1,0
masque*,0,0
mudan,0,0
brillos*,1,0
mudar,0,0
mudas,0,0
desploma*,0,1
sintáis,0,0
afirmación,0,0
entregara*,0,0
resucitáis,0,0
saltáis,0,0
abriré*,0,0
ladera*,0,0
deslizaba*,0,0
organizador*,0,0
propusiera*,0,0
empaquetásemos,0,0
maneja*,0,0
barbilla*,0,0
caries*,0,0
exigió,0,0
cien,0,0
deslumbró,0,0
extra,0,0
cortante*,0,1
medita,0,0
rebeld*,0,1
informábais,0,0
reuniésemos,0,0
pediremos,0,0
capturaré*,0,0
primavera*,0,0
pedirá,0,0
tiramos,0,0
pregona,0,0
adquirire*,0,0
follando,0,0
pediré,0,0
donación,0,0
lleguéis,0,0
sostiene*,0,0
protestáis,0,1
malparid*,0,0
bloqueo,0,0
recuperáramos,0,0
informaremos,0,0
chico*,0,0
metro*,0,0
aflicci*,0,1
club,0,0
clarificaré*,0,0
horizontal*,0,0
bicoca,0,0
confesásemos,0,0
percibís,0,0
infrac*,0,1
bourbon,0,0
ponderará*,0,0
castigaré,0,1
desagrad*,0,1
select*,0,0
iba,0,0
espina*,0,0
acerque*,0,0
estupendo,0,0
inferior,0,1
abstener*,0,0
bloque*,0,0
voleibol,0,0
cae,0,0
emborracháramos,0,0
atiende,0,0
rechaz*,0,1
trajésemos,0,0
procesara*,0,0
otorgase*,0,0
regala,0,0
obedezca*,0,0
definiciones,0,0
regalo,0,0
compraron,0,0
descubriera*,0,0
llamó,0,0
escala*,0,0
alertaste*,0,0
encontraron,0,0
hicieron,0,0
escucháramos,0,0
definiese*,0,0
anestesia,0,0
pretérito,0,0
llamé,0,0
revelas,0,0
pedí,0,0
gasto*,0,0
habremos,0,0
cadera*,0,0
ultimé,0,0
auxiliáis,0,0
torzamos,0,0
batieron,0,0
ultimó,0,0
donando,1,0
descubrire*,0,0
pederast*,0,0
estén,0,0
infantil*,0,0
econom*,0,0
emputecid*,0,1
concluyen,0,0
estés,0,0
fallecerá*,0,0
gustaron,1,0
cambiaremos,0,0
embriago,0,0
protegid*,0,0
navega*,0,0
mañana*,0,0
hacéis,0,0
sabías,0,0
vendimos,0,0
llegando,0,0
rellen*,0,0
aula*,0,0
declaró,0,0
contemplaremos,0,0
descubriese*,0,0
declaré,0,0
apto*,0,0
yerno*,0,0
detuviéramos,0,0
cómic*,1,0
lancéis,0,0
entendiese*,0,0
marzo,0,0
encoleriza*,0,1
administré,0,0
camas,0,0
proseguimos,0,0
embriag*,0,0
atendí,0,0
administró,0,0
adrenalina,0,0
bebéis,0,0
convocare*,0,0
cadáver,0,0
nop,0,0
hall,0,0
nos,0,0
almuerza,0,0
escribimos,0,0
castigan,0,1
cuenten,0,0
cuentes,0,0
castigas,0,1
comestible*,0,0
vagando,0,0
desde,0,0
miráramos,0,0
inflamad*,0,0
em,0,0
el,0,0
en,0,0
eh,0,0
juegue*,0,0
melodía*,0,0
pescuezo*,0,0
departiré*,0,0
escapase*,0,0
es,0,0
chilla*,0,1
resultado*,0,0
correlaci*,0,0
escuchara*,0,0
proveist*,0,0
tosi*,0,0
consutáramos,0,0
camarer*,0,0
quebrare*,0,0
agarráis,0,0
pesentar,0,0
interrumpís,0,1
recuperase*,0,0
shows,0,0
asistir,0,0
salte*,0,0
política,0,0
ibas,0,0
conquistare*,0,0
averiguan,0,0
averiguas,0,0
averiguar,0,0
deslizába*,0,0
iban,0,0
escéptic*,0,1
atendieron,0,0
conforta*,1,0
cara,0,0
contrajimos,0,0
generaba,0,0
acabas,0,0
conté,0,0
ocurriese*,0,0
arbitrari*,0,0
platicaré,0,0
confesando,0,0
quién,0,0
repartir*,0,0
deteriore*,0,0
tenis,0,0
animad*,1,0
ambici*,0,0
sentís,0,0
hígado,0,0
fracasáramos,0,1
contara*,0,0
sobrevivi*,0,0
cintura*,0,0
verdaderamente,0,0
contéis,0,0
puntuación,0,0
desempeñamos,0,0
llegas,0,0
llegar,0,0
administrando,0,0
sugerirá*,0,0
extrañáis,0,1
solicitado,0,0
empujare*,0,0
jugo,0,0
llegan,0,0
provocación,0,0
justicia,0,0
examinara*,0,0
preparado,0,0
acertó,0,0
cuál,0,0
delata,0,0
pelea,0,1
bloqueamos,0,0
variable*,0,0
bajo,0,0
solícito,1,0
descubrió,0,0
peleo,0,1
desgarra*,0,1
habitaciones,0,0
resolviésemos,0,0
rodeáramos,0,0
empacase*,0,0
persigue*,0,0
persiga*,0,0
consultando,0,0
quisiera*,0,0
llorare*,0,1
amásemos,0,0
insinuast*,0,0
angost*,0,0
recorriese*,0,0
vendieron,0,0
impresión,0,0
estudia,0,0
hacíamos,0,0
tenés,0,0
enteramente,0,0
disputa*,0,1
arranquéis,0,0
continuásemos,0,0
próxim*,0,0
heroísmo*,1,0
algun*,0,0
camposanto*,0,1
ocasionast*,0,0
puntaje*,0,0
pareciera*,0,0
alcanzó,0,0
detengáis,0,0
diagonal*,0,0
manifestaron,0,0
impertinente*,0,0
glándula*,0,0
tritura*,0,1
mamarrach*,0,0
patrull*,0,0
vanamente,0,1
adivinara*,0,0
septiembre,0,0
tratamos,0,0
territori*,0,0
explicando,0,0
compartís,1,0
arruina,0,1
cuestionare*,0,0
pérdida*,0,1
siguiera*,0,0
abruma*,0,1
soplo*,0,0
vitamina*,0,0
miel,0,0
flacuch*,0,0
especialmente,0,0
quitarán,0,0
ejército*,0,0
transporté,0,0
abarc*,0,0
verde,0,0
conformidad,0,0
llevás,0,0
digeri*,0,0
legare*,0,0
infecciones,0,0
espíritu*,0,0
supusiste,0,0
terminara*,0,0
romperé*,0,0
comimos,0,0
tuvieron,0,0
compensaré*,0,0
organismo*,0,0
logré,0,0
devorad*,0,0
mudáis,0,0
nalgasprontas,0,0
aplaudir*,1,0
derretimos,0,0
tienden,0,0
acabásemos,0,0
convocando,0,0
logró,0,0
unido*,1,0
confiar,0,0
resucitare*,0,0
molar*,0,0
salario*,0,0
tranportaste*,0,0
respeto,1,0
guiño,0,0
encontrába*,0,0
miraron,0,0
madral,0,0
fundaci*,0,0
vigilare*,0,0
cuya*,0,0
mintiera*,0,1
enterad*,0,0
hostia,0,0
creyeron,0,0
hostil,0,1
sabréis,0,0
fumé,0,0
defenderá*,0,0
compartimos,1,0
fumó,0,0
marcadamente,0,0
vienes,0,0
quedará*,0,0
sureño*,0,0
ocurren,0,0
ocasionas,0,0
apoderó,0,0
quitaremos,0,0
volteáramos,0,0
apoderé,0,0
facultad*,0,0
amaste*,1,0
estamos,0,0
llamaremos,0,0
preguntás,0,0
aseguré,0,1
conquistando,0,0
alentase*,0,0
manoseará*,0,0
insinuará*,0,0
exija*,0,0
tutor*,0,0
mentiste*,0,1
exploré,0,0
pesar*,0,1
expensa*,0,0
cierto*,1,0
manifestar,0,0
defunci*,0,0
pesos,0,0
acontecimiento*,1,0
imaginaba*,0,0
usaré*,0,0
entremos,0,0
cáncer,0,0
contradirá*,0,1
aceptad*,1,0
relaja*,1,0
adrede,0,0
ronca,0,0
poseí,0,0
lustro*,0,0
comen,0,0
dudando,0,0
encerrad*,0,0
esta*,0,0
ronco,0,0
permitió,0,0
peleamos,0,1
auxiliéis,0,0
valeros*,0,0
analizaron,0,0
cuello*,0,0
comes,0,0
comer,0,0
buscase*,0,0
simplemente,0,0
invierno*,0,0
encontrará*,0,0
vínculo*,0,0
damas,0,0
cuando,0,0
dispensa*,0,0
cuido,0,0
triunfast*,1,0
conservaba*,0,0
compartiste*,1,0
conductor*,0,0
cuida,1,0
despertando,0,0
siete,0,0
verá*,0,0
incluy*,0,0
acarreásemos,0,0
humilla*,0,1
pegáis,0,0
triunfo,1,0
siguieron,0,0
alentara*,0,0
enorme*,0,0
moviéramos,0,0
triunfa,1,0
desestabilizo,0,0
trabajáis,0,0
alegraste*,1,0
rodean,0,0
entendéis,0,0
fogos*,0,0
inefectiv,0,0
inchazón,0,0
prometid*,0,0
emprenda*,0,0
perciba*,0,0
requerí,0,0
avancé,0,0
reflejo*,0,0
evaluaré*,0,0
ponga*,0,0
rodeas,0,0
rodear,0,0
emprendemos,0,0
verán,0,0
charlado,0,0
podés,0,0
maltrata*,0,1
regalará*,0,0
distintiv*,0,0
empacara*,0,0
cubierto*,0,0
pusiéramos,0,0
construyerse*,0,0
deslice*,0,0
esperásemos,0,0
corona*,0,0
incluyendo,0,0
creciese*,0,0
niña*,0,0
tragaron,0,0
xbox,0,0
eras,0,0
sois,0,0
ganába*,0,0
consulta,0,0
convocáramos,0,0
oculista,0,0
conseguir,0,0
estudiaste*,0,0
medio,0,0
respondió,0,0
quitasen,0,0
quitases,0,0
cambiara*,0,0
caéis,0,0
efectivo,0,0
jugásemos,0,0
sever*,0,1
permite*,0,0
perforando,0,0
bromearon,1,0
resentía*,0,1
era*,0,0
copulando,0,0
dirá,0,0
negocio*,0,0
incienso,0,0
recibía*,0,0
quitemos,0,0
etcétera,0,0
cancele*,0,0
infinidad,0,0
preguntara*,0,0
cruzase*,0,0
aplastamos,0,1
transmites,0,0
porciones,0,0
acarreaba*,0,0
tratará*,0,0
pegare*,0,0
asque*,0,1
contestaci*,0,0
transmiten,0,0
efectiv*,0,0
legado*,0,0
bloqueando,0,0
peseta*,0,0
finalizó,0,0
alza*,0,0
calificación,0,0
reúna*,0,0
aseguran,0,0
consentir*,1,0
avaro,0,1
concernir*,0,0
compadecer*,0,1
cogió,0,0
distinguir*,0,0
sagrad*,0,0
empecéis,0,0
molesté,0,1
conseguís,0,0
presentase*,0,0
iniciara*,0,0
imaginamos,0,0
definitivamente,0,0
finanza*,0,0
rodeéis,0,0
cabreo,0,1
ceremonia*,0,0
conjunto*,1,0
molestó,0,1
real,0,0
mismos,0,0
andamos,0,0
amo,1,0
finalizase*,0,0
ama,1,0
abierto*,0,0
chillid*,0,0
alerta,0,0
alertásemos,0,0
inspeccionando,0,0
escenografía,0,0
altavoces,0,0
fortuna,0,0
bastante*,0,0
guardó,0,0
decidir,0,0
comprara*,0,0
procesas,0,0
desviare*,0,0
mantuvieron,0,0
cesamos,0,0
procesan,0,0
acabara*,0,0
serviré*,0,0
encontrara*,0,0
halláis,0,0
euro*,0,0
diez,0,0
creíamos,0,0
literatura*,0,0
reggae,0,0
distinguirse,1,0
estructura*,0,0
comunión,0,0
retendrá*,0,0
riñeron,0,1
nosotr*,0,0
empaco,0,0
mucho*,0,0
embaraza*,0,0
más,0,0
lugar*,0,0
infringir*,0,1
alteré,0,0
piden,0,0
cancelásemos,0,0
alteró,0,0
asombraste,0,0
ayudante*,0,0
modern*,0,0
caputuráramos,0,0
asar,0,0
flotan,0,0
sacamos,0,0
estudiéis,0,0
escuchaba*,0,0
aliviará*,0,0
estimara*,0,0
flotar,0,0
flotas,0,0
resuelve*,0,0
eructo,0,0
cerremos,0,0
debíamos,0,0
ocupar,0,0
ocupas,0,0
pervers*,0,1
presentamos,0,0
animáramos,0,0
sabrá,0,0
compartiremos,1,0
destroce*,0,0
violenta*,0,1
huevo,0,0
bautismo,0,0
heredar*,0,0
emprendió,0,0
ganado,0,0
obtendrá*,0,0
peleó,0,1
sepulcr*,0,0
juguemos,0,0
protesta,0,1
ampliaci*,1,0
protesto,0,1
montaj*,0,0
tragásemos,0,0
gustará*,1,0
defendieron,0,0
castigáis,0,1
impresionante,0,0
prepara,0,0
tornará*,0,0
menso*,0,0
pencaste*,0,0
preparo,0,0
produzc*,0,0
los,0,0
rehabilitación,0,0
interior*,0,0
confesé,0,0
regularmente,0,0
oyésemos,0,0
sabemos,0,0
atraíd*,0,0
interrogatorio*,0,0
sirve,0,0
sermonea*,0,0
cumbre,0,0
sirvo,0,0
sarasa,0,0
sucesiv*,0,0
jesuita*,0,0
complaciente*,1,0
cordura,1,0
acabaremos,0,0
comencé,0,0
sabio*,1,0
batiste,0,0
enseñe*,0,0
captó,0,0
describo,0,0
registr*,0,0
montones,0,0
mueran,0,0
interrumpiésemos,0,1
intenta,0,0
psique,0,0
tengo,0,0
quedásemos,0,0
influjo*,0,0
mueras,0,0
mover,0,0
Judas,0,0
intento,0,0
bebáis,0,0
disposici*,0,0
ocurrió,0,0
encabeza*,0,0
generara*,0,0
perisana*,0,0
famos*,0,0
ciento*,0,0
describiésemos,0,0
contestase*,0,0
hospital*,0,0
admitáis,0,0
almohada,0,0
preparaba,0,0
cuerpo,0,0
recuperaron,0,0
marchando,0,0
demor*,0,0
sale*,0,0
monacal,0,0
imaginaré*,0,0
acercase*,0,0
denigr*,0,1
hinchad*,0,0
débito,0,0
fiscal,0,0
pensáis,0,0
donéis,0,0
toséis,0,0
odiaré*,0,1
atribuirá*,0,0
mudará*,0,0
libidinos*,0,0
empacará*,0,0
pudrir,0,1
pagaré*,0,0
inteligente,1,0
bloqueara*,0,0
iniciaré*,0,0
guiéis,0,0
distinguist*,0,0
corres,0,0
correr,0,0
corren,0,0
legáis,0,0
riñéramos,0,0
sueño,0,0
dependere*,0,0
ejecutado,0,0
cardenal,0,0
habla,0,0
necesitáramos,0,0
hablaremos,0,0
regaló,0,0
hablo,0,0
regalé,0,0
confiesa*,0,0
horroriz*,0,1
manejaste,0,0
radiador,0,0
aceptásemos,1,0
follad*,0,0
estaba,0,0
dejando,0,0
horror,0,1
mandó,0,0
procesáis,0,0
adoro,1,0
diremos,0,0
mandé,0,0
bloquean,0,0
maníac*,0,1
estaréis,0,0
interesa*,1,0
freía*,0,0
clausura,0,0
almuerzan,0,0
